"","title","rating","id","year","imdbid"
"1777","Desert Hearts",3,3666,1985,"0089015"
"1778","Just One of the Guys",3,402,1985,"0089393"
"1779","Legend",3,3986,1985,"0089469"
"1780","Tomo yo shizukani nemure",2,676,1985,"0380761"
"1781","Quiet Earth, The",0,6730,1985,"0089869"
"1782","Rocky IV",2,6873,1985,"0089927"
"1783","Weird Science",3,520,1985,"0090305"
"1784","Witness",3,5632,1985,"0090329"
"1785","Flesh+Blood",3,7173,1985,"0089153"
"1786","Sure Thing, The",3,5467,1985,"0090103"
"1787","After Hours",2,3872,1985,"0088680"
"1788","Ninja Terminator",2,7703,1985,"0199849"
"1789","Wetherby",3,2613,1985,"0090310"
"1790","Esperando la carroza",3,8071,1985,"0089108"
"1791","Better Off Dead",3,3320,1985,"0088794"
"1792","Brazil",3,880,1985,"0088846"
"1793","Huang tudi (Yellow Earth)",0,1708,1985,"0087433"
"1794","Real Genius",1,1046,1985,"0089886"
"1795","Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar)",0,2531,1985,"0088748"
"1796","Care Bears Movie, The",3,4123,1985,"0088885"
"1797","Howling II: ... Your Sister Is a Werewolf",2,8419,1985,"0089308"
"1798","Come and See",0,6165,1985,"0091251"
"1799","Re-Animator",0,5564,1985,"0089885"
"1800","Rambo: First Blood Part II",0,6840,1985,"0089880"
"1801","Anne of Green Gables",3,935,1985,"0088727"
"1802","A View to a Kill",1,6314,1985,"0090264"
"1803","Enemy Mine",0,2152,1985,"0089092"
"1804","Night on the Galactic Railroad",0,7576,1985,"0089206"
"1805","Angel&#39;s Egg",0,6902,1985,"0208502"
"1806","Police Academy 2: Their First Assignment",1,576,1985,"0089822"
"1807","A Nightmare on Elm Street 2: Freddy&#39;s Revenge",3,6018,1985,"0089686"
"1808","Dim Sum: A Little Bit of Heart",3,1500,1985,"0087150"
"1809","Clue",3,1408,1985,"0088930"
"1810","Purple Rose of Cairo",3,5297,1985,"0089853"
"1811","Desperately Seeking Susan",3,1654,1985,"0089017"
"1812","Barbarian Queen",3,4550,1985,"0088771"
"1813","Starchaser: The Legend of Orin",1,3416,1985,"0090065"
"1814","Dreamchild",3,6853,1985,"0089052"
"1815","Ran",1,2352,1985,"0089881"
"1816","Fletch",1,1832,1985,"0089155"
"1817","Treasure of Swamp Castle, The",2,8554,1985,"0137226"
"1818","Spies Like Us",1,5627,1985,"0090056"
"1819","Legend of Billie Jean, The",3,5660,1985,"0089470"
"1820","Fandango",0,2302,1985,"0089126"
"1821","Breakfast Club, The",3,203,1985,"0088847"
"1822","Friday the 13th: A New Beginning",3,5563,1985,"0089173"
"1823","Phenomena",3,4893,1985,"0087909"
"1824","Black Cauldron, The",3,1949,1985,"0088814"
"1825","Trip To Bountiful, The",3,1789,1985,"0090203"
"1826","Commando",1,2576,1985,"0088944"
"1827","Back to the Future",2,149,1985,"0088763"
"1828","Day of the Dead",0,3802,1985,"0088993"
"1829","A Room with a View",3,1561,1985,"0091867"
"1830","Kiss of the Spider Woman",2,6792,1985,"0089424"
"1831","My Beautiful Laundrette",2,4949,1985,"0091578"
"1832","La Negrita: the Miracle of Our Lady of Los Angeles",1,8007,1985,"5739786"
"1833","Otac na sluzbenom putu",3,486,1985,"0089748"
"1834","A Chorus Line",3,3719,1985,"0088915"
"1835","White Nights",1,1187,1985,"0090319"
"1836","Sans toi ni loi (Vagabond)",3,963,1985,"0089960"
"1837","Fright Night",2,5943,1985,"0089175"
"1838","Official Story, The",3,4945,1985,"0089276"
"1839","Out of Africa",3,6155,1985,"0089755"
"1840","Bebukottak",0,8553,1985,"2292794"
"1841","Return to Oz",3,2894,1985,"0089908"
"1842","Sweet Dreams",3,3741,1985,"0090110"
"1843","Girls Just Want to Have Fun",3,752,1985,"0089208"
"1844","Red Sonja",3,418,1985,"0089893"
"1845","Color Purple, The",3,991,1985,"0088939"
"1846","Detective",1,4480,1985,"0089066"
"1847","Ladyhawke",0,1269,1985,"0089457"
"1848","Transformers: The Movie, The",0,3850,1986,"0092106"
"1849","Matador",3,7480,1986,"0091495"
"1850","When the Wind Blows",0,2670,1986,"0090315"
"1851","&#39;night, Mother",3,3155,1986,"0090556"
"1852","Peking Opera Blues",3,6819,1986,"0090952"
"1853","Karate Kid, Part II, The",1,6935,1986,"0091326"
"1854","Police Academy 3: Back in Training",1,577,1986,"0091777"
"1855","Peggy Sue Got Married",3,2070,1986,"0091738"
"1856","Critters",2,8388,1986,"0090887"
"1857","Flight of the Navigator",3,4576,1986,"0091059"
"1858","Money Pit, The",2,2314,1986,"0091541"
"1859","Stand By Me",0,898,1986,"0092005"
"1860","Hour of the Star",3,4451,1986,"0089297"
"1861","Tenk&ucirc; no shiro Rapyuta",3,484,1986,"0092067"
"1862","Fugitives, The",0,8123,1986,"0091093"
"1863","Blue Velvet",1,2662,1986,"0090756"
"1864","Pirates",0,8286,1986,"0091757"
"1865","F/X",1,4894,1986,"0089118"
"1866","Armed and Dangerous",1,2421,1986,"0090660"
"1867","Labyrinth",3,253,1986,"0091369"
"1868","Howard The Duck",3,4632,1986,"0091225"
"1869","Rosa Luxemburg",3,6221,1986,"0091869"
"1870","SpaceCamp",3,2658,1986,"0091993"
"1871","Macskafogo",1,8558,1986,"0179955"
"1872","Hannah and Her Sisters",3,1017,1986,"0091167"
"1873","Ruthless People",3,4614,1986,"0091877"
"1874","!Three Amigos!",2,6202,1986,"0092086"
"1875","Il caso Moro",0,6711,1986,"0090805"
"1876","Short Circuit",3,2,1986,"0091949"
"1877","Asterix in Britain (Asterix chez les Bretons)",0,4966,1986,"0090667"
"1878","Down by Law",1,3203,1986,"0090967"
"1879","Adventures of Milo and Otis, The",1,3093,1986,"0097050"
"1880","An American Tail",3,2490,1986,"0090633"
"1881","Kin-Dza-Dza",0,1397,1986,"0091341"
"1882","Project A-ko",3,3398,1986,"0091794"
"1883","Captain EO",1,6021,1986,"0090793"
"1884","Chopping Mall",3,8418,1986,"0090837"
"1885","Clan of the Cave Bear, The",3,1614,1986,"0090848"
"1886","Ferris Bueller&#39;s Day Off",3,211,1986,"0091042"
"1887","From Beyond",3,7056,1986,"0091083"
"1888","Little Shop of Horrors",1,2061,1986,"0091419"
"1889","Top Gun",2,1703,1986,"0092099"
"1890","Jumpin&#39; Jack Flash",3,1835,1986,"0091306"
"1891","April Fool&#39;s Day",3,6972,1986,"0090655"
"1892","Fly, The",2,3002,1986,"0091064"
"1893","Mission, The",0,6979,1986,"0091530"
"1894","Crocodile Dundee",3,3614,1986,"0090555"
"1895","Parent Trap II, The",3,4581,1986,"0091721"
"1896","Pretty in Pink",3,4315,1986,"0091790"
"1897","Children of a Lesser God",3,6954,1986,"0090830"
"1898","Aliens",3,283,1986,"0090605"
"1899","Great Mouse Detective, The",1,3701,1986,"0091149"
"1900","Highlander",3,1604,1986,"0091203"
"1901","Deadly Friend",2,8486,1986,"0090917"
"1902","Manhunter",1,6298,1986,"0091474"
"1903","Maximum Overdrive",2,4684,1986,"0091499"
"1904","Platoon",0,3558,1986,"0091763"
"1905","Big Trouble in Little China",3,2150,1986,"0090728"
"1906","Star Trek IV:  The Voyage Home",3,2648,1986,"0092007"
"1907","Back to School",1,4591,1986,"0090685"
"1908","Name Of The Rose, The",0,7333,1986,"0091605"
"1909","Manhattan Project, The",2,7472,1986,"0091472"
"1910","Babette&#39;s Feast",3,815,1987,"0092603"
"1911","Secret of My Succe$s, The",1,8672,1987,"0093936"
"1912","Withnail &amp; I",1,1887,1987,"0094336"
"1913","Maurice",2,2644,1987,"0093512"
"1914","Dirty Dancing",3,321,1987,"0092890"
"1915","Adventures in Babysitting",3,7507,1987,"0092513"
"1916","Around the World in Eighty Ways",3,1862,1987,"0092581"
"1917","Nice Girls Don&#39;t Explode",3,3602,1987,"0093617"
"1918","Raising Arizona",3,3635,1987,"0093822"
"1919","House II: The Second Story",3,5592,1987,"0093220"
"1920","Ngati",3,3898,1987,"0093615"
"1921","Bagdad Cafe",3,2215,1987,"0095801"
"1922","Swimming to Cambodia",0,5017,1987,"0094089"
"1923","3 Men and a Baby",1,7002,1987,"0094137"
"1924","Hope and Glory",3,7035,1987,"0093209"
"1925","A Nightmare on Elm Street 3: Dream Warriors",3,5767,1987,"0093629"
"1926","Full Metal Jacket",0,720,1987,"0093058"
"1927","Jaws: The Revenge",3,6920,1987,"0093300"
"1928","Evil Dead II",3,3916,1987,"0092991"
"1929","House of Games",3,2029,1987,"0093223"
"1930","Fatal Attraction",3,4737,1987,"0093010"
"1931","Light of Day",3,4811,1987,"0093415"
"1932","Hansel and Gretel",3,5290,1987,"0093144"
"1933","Black Widow",3,4535,1987,"0090738"
"1934","Outrageous Fortune",3,4228,1987,"0093690"
"1935","Running Man, The",3,8692,1987,"0093894"
"1936","Lost Boys, The",1,3003,1987,"0093437"
"1937","El bosque animado",3,7590,1987,"0092693"
"1938","Housekeeping",3,1181,1987,"0093225"
"1939","High Tide",3,2665,1987,"0095305"
"1940","Hellraiser",3,3582,1987,"0093177"
"1941","Moonstruck",3,2744,1987,"0093565"
"1942","Overboard",3,1203,1987,"0093693"
"1943","Baby Boom",3,2523,1987,"0092605"
"1944","Predator",0,1928,1987,"0093773"
"1945","RoboCop",1,547,1987,"0093870"
"1946","Police Academy 4: Citizens on Patrol",1,579,1987,"0093756"
"1947","Spaceballs",3,1078,1987,"0094012"
"1948","Prince of Darkness",3,3611,1987,"0093777"
"1949","Angel Heart",1,2471,1987,"0092563"
"1950","Au Revoir Les Enfants",1,6062,1987,"0092593"
"1951","Empire of the Sun",1,5373,1987,"0092965"
"1952","September",3,1657,1987,"0093940"
"1953","Bad Taste",0,7049,1987,"0092610"
"1954","I&#39;ve Heard the Mermaids Singing",3,2218,1987,"0093239"
"1955","Wonderful Wizard of Oz, The",3,1034,1987,"0098675"
"1956","Waiting for the Moon",3,5789,1987,"0094286"
"1957","Creepshow 2",3,6824,1987,"0092796"
"1958","Lethal Weapon",1,1113,1987,"0093409"
"1959","Chipmunk Adventure, The",3,3781,1987,"0092752"
"1960","La ley del deseo",3,7661,1987,"0093412"
"1961","Beverly Hills Cop II",1,1849,1987,"0092644"
"1962","Dragnet",3,4620,1987,"0092925"
"1963","Fatal Beauty",2,2710,1987,"0093011"
"1964","Whales Of August, The",3,1792,1987,"0094315"
"1965","Broadcast News",3,5310,1987,"0092699"
"1966","Princess Bride, The",2,322,1987,"0093779"
"1967","Hard Ticket to Hawaii",3,2365,1987,"0093146"
"1968","Superman IV: The Quest for Peace",3,4297,1987,"0094074"
"1969","Barbie and the Rockers: Out of This World",3,3290,1987,"0313254"
"1970","Planes, Trains &amp; Automobiles",1,2927,1987,"0093748"
"1971","84 Charing Cross Road",3,1902,1987,"0090570"
"1972","Good Morning, Vietnam",1,134,1987,"0093105"
"1973","Radio Days",1,2437,1987,"0093818"
"1974","Wings of Desire",0,2243,1987,"0093191"
"1975","Gate, The",2,4412,1987,"0093075"
"1976","Epidemic",1,7918,1987,"0092972"
"1977","Witches of Eastwick, The",3,2250,1987,"0094332"
"1978","Last Emperor, The",3,3249,1987,"0093389"
"1979","Action Jackson",1,2663,1988,"0094612"
"1980","Appleseed",3,4374,1988,"0094668"
"1981","Remando al viento [Rowing with the Wind]",2,7423,1988,"0093840"
"1982","Hairspray",3,2462,1988,"0095270"
"1983","Pumpkinhead",3,7099,1988,"0095925"
"1984","Sticky Fingers",3,5258,1988,"0096176"
"1985","Scrooged",3,4986,1988,"0096061"
"1986","L&#39;etudiante",3,1647,1988,"0096523"
"1987","Accused, The",3,2502,1988,"0094608"
"1988","Caddyshack II",3,5569,1988,"0094824"
"1989","Dangerous Liaisons",3,1629,1988,"0094947"
"1990","They Live",0,1293,1988,"0096256"
"1991","Willow",3,739,1988,"0096446"
"1992","Crossing Delancey",3,4990,1988,"0094921"
"1993","Police Academy 5: Assignment: Miami Beach",1,580,1988,"0095882"
"1994","Last Temptation of Christ, The",2,5128,1988,"0095497"
"1995","Hell Comes to Frogtown",3,4815,1988,"0093171"
"1996","Adventures of Baron Munchausen, The",1,5595,1988,"0096764"
"1997","Hellbound: Hellraiser II",1,5261,1988,"0095294"
"1998","Maniac Cop",3,814,1988,"0095583"
"1999","Cinema Paradiso",1,4998,1988,"0095765"
"2000","Torch Song Trilogy",1,3075,1988,"0096289"
"2001","Who Framed Roger Rabbit",1,136,1988,"0096438"
"2002","Grave of the Fireflies",0,5867,1988,"0095327"
"2003","Die Hard",3,619,1988,"0095016"
"2004","Big Business",3,2505,1988,"0094739"
"2005","Midnight Run",2,2903,1988,"0095631"
"2006","A Fish Called Wanda",3,1911,1988,"0095159"
"2007","Earth Girls Are Easy",2,8406,1988,"0097257"
"2008","My Stepmother Is an Alien",3,4774,1988,"0095687"
"2009","Distant Voices, Still Lives",3,2960,1988,"0095037"
"2010","Rock &#39;n&#39; Roll Mom",3,4582,1988,"0096001"
"2011","Scooby-Doo and the Ghoul School",3,3448,1988,"0189071"
"2012","Gorillas in the Mist",3,8771,1988,"0095243"
"2013","Lady in White",1,8515,1988,"0095484"
"2014","Two Moon Junction",3,4628,1988,"0096324"
"2015","Twins",3,572,1988,"0096320"
"2016","Alien Nation",1,2784,1988,"0094631"
"2017","Coming to America",3,256,1988,"0094898"
"2018","Working Girl",3,1070,1988,"0096463"
"2019","Accidental Tourist, The",2,7161,1988,"0094606"
"2020","Feds",3,2653,1988,"0095145"
"2021","Oliver &amp; Company",2,1210,1988,"0095776"
"2022","Women on the Verge of a Nervous Breakdown",3,2406,1988,"0095675"
"2023","Poltergeist III",3,1714,1988,"0095889"
"2024","Akira",1,2244,1988,"0094625"
"2025","Young Guns",1,4578,1988,"0096487"
"2026","Wong gok ka moon",0,6746,1988,"0096461"
"2027","Married to the Mob",3,3559,1988,"0095593"
"2028","Spoorloos",1,5881,1988,"0096163"
"2029","Killer Klowns from Outer Space",0,1860,1988,"0095444"
"2030","Tonari no Totoro",3,259,1988,"0096283"
"2031","Beaches",3,2493,1988,"0094715"
"2032","Dead Ringers",2,4672,1988,"0094964"
"2033","Beetle Juice",3,647,1988,"0094721"
"2034","Land Before Time, The",3,2905,1988,"0095489"
"2035","Gakk&ocirc; no kaidan G",0,5179,1988,"0330312"
"2036","Naked Gun: From the Files of Police Squad!, The",1,1824,1988,"0095705"
"2037","Another Woman",3,5383,1988,"0094663"
"2038","Child&#39;s Play",3,4705,1988,"0094862"
"2039","World Gone Wild",3,4813,1988,"0096465"
"2040","A Nightmare on Elm Street 4: The Dream Master",3,6020,1988,"0095742"
"2041","Big",1,5324,1988,"0094737"
"2042","Critters 2",3,8389,1988,"0094919"
"2043","Heathers",3,859,1988,"0097493"
"2044","Rain Man",1,3482,1988,"0095953"
"2045","Bloodsport",1,1158,1988,"0092675"
"2046","Satisfaction",3,2485,1988,"0096037"
"2047","Mystic Pizza",3,940,1988,"0095690"
"2048","Police Academy 6: City Under Siege",1,581,1989,"0098105"
"2049","Ghostbusters II",2,1540,1989,"0097428"
"2050","&#39;Burbs, The",1,2074,1989,"0096734"
"2051","Friday the 13th Part VIII: Jason Takes Manhattan",3,6675,1989,"0097388"
"2052","Celia",3,8470,1989,"0094849"
"2053","Star Trek V: The Final Frontier",1,1201,1989,"0098382"
"2054","She-Devil",3,2488,1989,"0098309"
"2055","Honey, I Shrunk the Kids",3,1603,1989,"0097523"
"2056","Let It Ride",2,1640,1989,"0097731"
"2057","Oranges Are Not The Only Fruit",3,4397,1989,"0098032"
"2058","All Dogs Go to Heaven",3,2528,1989,"0096787"
"2059","Shag",3,4268,1989,"0098300"
"2060","Resan till Melonia",1,336,1989,"0098189"
"2061","Leviathan",3,3932,1989,"0097737"
"2062","Mystery Train",3,591,1989,"0097940"
"2063","Driving Miss Daisy",3,7255,1989,"0097239"
"2064","Henry V",3,2353,1989,"0097499"
"2065","Fletch Lives",1,1833,1989,"0097366"
"2066","Cook, the Thief, His Wife &amp; Her Lover, The",1,4597,1989,"0097108"
"2067","Get Smart, Again!",3,1847,1989,"0097423"
"2068","Dream Team, The",0,4579,1989,"0097235"
"2069","Back to the Future Part II",3,150,1989,"0096874"
"2070","Seventh Continent, The",3,3803,1989,"0098327"
"2071","Millennium",3,7438,1989,"0097883"
"2072","National Lampoon&#39;s Christmas Vacation",3,8323,1989,"0097958"
"2073","Indiana Jones and the Last Crusade",0,1049,1989,"0097576"
"2074","Leningrad Cowboys Go America",0,4646,1989,"0097728"
"2075","Teen Witch",3,4760,1989,"0098453"
"2076","Lethal Weapon 2",3,7222,1989,"0097733"
"2077","Przesluchanie",3,1463,1989,"0084548"
"2078","Shirley Valentine",3,1103,1989,"0098319"
"2079","Crimes and Misdemeanors",3,2619,1989,"0097123"
"2080","My Left Foot",3,7269,1989,"0097937"
"2081","Sex, Lies, and Videotape",2,2065,1989,"0098724"
"2082","Licence to Kill",2,4364,1989,"0097742"
"2083","Abyss, The",3,1478,1989,"0096754"
"2084","Drugstore Cowboy",2,3934,1989,"0097240"
"2085","Fat Man and Little Boy",1,734,1989,"0097336"
"2086","Road House",1,511,1989,"0098206"
"2087","Wild Orchid",3,1499,1989,"0100934"
"2088","Dead Calm",0,4606,1989,"0097162"
"2089","Troop Beverly Hills",3,849,1989,"0098519"
"2090","A Nightmare on Elm Street 5: The Dream Child",3,6024,1989,"0097981"
"2091","Batman",1,1023,1989,"0096895"
"2092","Delinquents, The",3,7842,1989,"0097182"
"2093","Godzilla vs. Biollante",3,7213,1989,"0097444"
"2094","Babar: The Movie",3,8507,1989,"0096869"
"2095","Born on the Fourth of July",3,5574,1989,"0096969"
"2096","Turner &amp; Hooch",1,5277,1989,"0098536"
"2097","Meet The Feebles",3,4175,1989,"0097858"
"2098","Field of Dreams",2,7268,1989,"0097351"
"2099","Uncle Buck",3,159,1989,"0098554"
"2100","Bill &amp; Ted&#39;s Excellent Adventure",2,2463,1989,"0096928"
"2101","Say Anything...",2,4270,1989,"0098258"
"2102","Glory",0,6975,1989,"0097441"
"2103","Steel Magnolias",3,924,1989,"0098384"
"2104","Chopper Chicks in Zombietown",3,5534,1989,"0103959"
"2105","UHF",1,4036,1989,"0098546"
"2106","Loverboy",3,7048,1989,"0097790"
"2107","When Harry Met Sally",3,181,1989,"0098635"
"2108","Little Mermaid, The",3,666,1989,"0097757"
"2109","Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service)",3,700,1989,"0097814"
"2110","Dead Poets Society",1,2361,1989,"0097165"
"2111","Do the Right Thing",2,6594,1989,"0097216"
"2112","Weekend at Bernie&#39;s",1,1834,1989,"0098627"
"2113","Major League",1,3808,1989,"0097815"
"2114","Lord of the Flies",0,5556,1990,"0100054"
"2115","Miller&#39;s Crossing",0,4750,1990,"0100150"
"2116","RoboCop 2",1,5237,1990,"0100502"
"2117","Where the Heart Is",3,5776,1990,"0100924"
"2118","Strangers in Good Company",3,4174,1990,"0102993"
"2119","Back to the Future Part III",1,151,1990,"0099088"
"2120","Close-Up",1,3561,1990,"0100234"
"2121","I Hired a Contract Killer",0,4080,1990,"0099818"
"2122","Teenage Mutant Ninja Turtles",2,5284,1990,"0100758"
"2123","Reflecting Skin, The",1,8584,1990,"0100469"
"2124","Paris is Burning",3,1441,1990,"0100332"
"2125","Darkman",0,2242,1990,"0099365"
"2126","Rescuers Down Under, The",1,8051,1990,"0100477"
"2127","Troll 2",3,4719,1990,"0105643"
"2128","Witches, The",3,209,1990,"0100944"
"2129","A Little Night Music",3,3721,1990,"0359610"
"2130","Misery",1,459,1990,"0100157"
"2131","Russia House, The",0,3524,1990,"0100530"
"2132","Welcome Home, Roxy Carmichael",3,5614,1990,"0100911"
"2133","Air America",0,4807,1990,"0099005"
"2134","Alice",3,6081,1990,"0099012"
"2135","An Angel at My Table",3,2296,1990,"0099040"
"2136","Hunt for Red October, The",1,3000,1990,"0099810"
"2137","Portrait of a Marriage",3,5399,1990,"0098897"
"2138","Rosencrantz &amp; Guildenstern Are Dead",1,7659,1990,"0100519"
"2139","A Tale of Springtime",3,5301,1990,"0097106"
"2140","Match Factory Girl, The",3,5333,1990,"0098532"
"2141","Hidden Agenda",3,8021,1990,"0099768"
"2142","Metropolitan",3,8097,1990,"0100142"
"2143","Dragon Ball Z: The Movie - The Tree of Might",1,5908,1990,"0142233"
"2144","Wild at Heart",2,2577,1990,"0100935"
"2145","Nikita",3,869,1990,"0100263"
"2146","Total Recall",1,118,1990,"0100802"
"2147","Godfather: Part III, The",3,8061,1990,"0099674"
"2148","Stella",2,5581,1990,"0100691"
"2149","Europa Europa",2,5347,1990,"0099776"
"2150","Criminal Justice",3,6289,1990,"0099321"
"2151","Class of 1999",2,8043,1990,"0099277"
"2152","Bonfire of the Vanities, The",2,2313,1990,"0099165"
"2153","Edward Scissorhands",3,2442,1990,"0099487"
"2154","Long Walk Home, The",3,4034,1990,"0100046"
"2155","Postcards from the Edge",3,533,1990,"0100395"
"2156","Dragon Ball Z: Bardock - The Father of Goku",0,7426,1990,"0142245"
"2157","Ghost",3,1130,1990,"0099653"
"2158","Life Is Sweet",3,796,1990,"0100024"
"2159","Happily Ever After",3,3247,1990,"0099733"
"2160","Pretty Woman",3,2156,1990,"0100405"
"2161","Jacob&#39;s Ladder",1,5688,1990,"0099871"
"2162","White Hunter Black Heart",1,1935,1990,"0100928"
"2163","Child&#39;s Play 2",3,4706,1990,"0099253"
"2164","Dances with Wolves",1,7626,1990,"0099348"
"2165","It",1,454,1990,"0099864"
"2166","Handmaid&#39;s Tale, The",3,926,1990,"0099731"
"2167","Qin yong",3,3566,1990,"0098147"
"2168","Joe Versus the Volcano",2,2820,1990,"0099892"
"2169","Mindwalk",3,1173,1990,"0100151"
"2170","Mermaids",3,443,1990,"0100140"
"2171","I love you to death",3,4574,1990,"0099819"
"2172","Goodfellas",3,2211,1990,"0099685"
"2173","Presumed Innocent",1,5777,1990,"0100404"
"2174","Nasty Girl (Das schreckliche M&auml;dchen), The",3,6656,1990,"0100557"
"2175","Cry-Baby",3,6562,1990,"0099329"
"2176","Die Hard 2",3,2963,1990,"0099423"
"2177","Kindergarten Cop",3,6542,1990,"0099938"
"2178","Bimbos B.C.",3,2379,1990,"0196378"
"2179","Flatliners",3,2942,1990,"0099582"
"2180","Tremors",3,1663,1990,"0100814"
"2181","I, the Worst of All",3,1728,1990,"0100990"
